source,target
118112,553963
118112,400034
118112,555997
178494,391215
178494,397505
178494,391230
178494,393015
183436,435768
182187,444102
476692,234657
476693,234657
181,475163
181,487991
181,141072
181,487993
181,388357
181,487992
181,395113
181,388163
181,388165
181,388171
181,388182
181,388202
181,388224
181,388229
181,388266
181,388327
181,392245
181,545701
181,394760
181,393062
181,394902
181,388684
181,388375
181,409262
136223,452551
136223,389365
136223,424553
136223,530499
136223,451979
136223,392496
136223,451978
136223,547130
136223,403345
136223,559806
136223,391109
136223,420667
136223,547131
136223,477911
136223,481100
136223,533190
136223,392838
136223,395741
136223,567744
136223,389003
136223,401159
136223,521637
136223,579503
136223,547736
166573,1052802
166573,1052809
166573,1052714
166573,1052813
166573,1052792
555292,1066896
555292,40548
555292,1043270
555292,1043104
555292,1043127
555292,1043235
555292,1043175
555292,1043159
555292,1061087
555292,1043285
461349,461353
461349,461354
461349,461351
461349,461350
461349,461352
240464,526375
240464,461287
240464,461288
240464,461290
240464,461291
240464,461289
228085,461298
228085,461300
92837,85148
92837,461305
92837,461306
92837,461307
92837,461309
92837,461310
92837,461311
92837,461312
92837,461313
92837,461314
92837,461315
92837,461316
92837,461317
92837,461318
92837,461320
31167,435831
31167,461556
31167,461555
109951,461533
109951,461534
109951,461535
110859,560854
110859,560853
439352,443665
439352,461783
439352,443057
232163,94916
232163,390666
232163,461304
110599,1006162
110599,254922
110599,406173
110599,461685
110599,104174
43465,217708
43465,396952
43465,461296
43465,461297
103953,97858
103953,461347
103953,461348
570637,1008148
100899,86927
580983,564874
13094,471457
245112,481838
266932,1075131
266932,405644
266932,1075133
266932,1075134
266932,1075135
266932,1075136
266932,405720
266932,405657
266932,405645
266932,405590
266932,404574
266932,1075132
24486,1002370
1076558,1076573
1076558,1076578
1076558,1076560
1076558,1076576
1076558,1076563
1076558,1076571
1076558,1076567
1076558,1076566
1076558,1073343
1002184,1068693
1002184,1070126
1002184,1068705
1002184,207533
1002184,1068698
1002184,1068688
1002184,1068695
1002184,1068691
1002184,1068700
1002184,1068703
1002184,1068459
1002184,438077
1002184,439073
266797,561434
266797,1070047
266797,569981
266797,578070
266797,1061142
266797,1041649
266797,1077388
266797,1041647
266797,557892
266797,1077384
266797,1077385
266797,1077389
266797,1077387
266797,1041650
266797,1077433
266797,496940
106111,401336
106111,524598
106111,524599
970,193503
970,519144
101325,569794
101325,569795
101325,569793
519394,1054688
10869,1040294
1042430,1042432
1004701,1004748
1004701,1004703
1004701,1004702
1004701,1004704
1004701,1004715
1004701,1004716
1004701,1004749
1004701,1004737
1004701,1004736
1004701,1004735
1004701,1004734
1003463,1003464
1003463,1003465
333449,120031
466835,483848
466835,110842
110850,529570
110850,528510
110850,128615
442985,425211
110846,498486
73571,447606
73571,393124
110860,244730
110860,73656
110860,73657
106107,398632
106107,397634
145352,205728
190838,425211
190838,391668
177689,134319
224472,123513
91,394777
560,1043757
928,389146
928,394960
928,398608
3131,543371
1043116,1043121
1043116,1070404
1043116,1070403
1043116,1070402
1043116,1070401
1043116,1070400
1043116,1043117
1043116,1043120
1043116,1043125
1043294,1043295
1043294,1043296
1043183,1061149
1043183,1043184
1043183,1043185
1043183,1043186
1043183,1043187
1043183,1043188
1043183,1043190
1043183,1043191
1043183,1043192
1043183,1043193
1043183,1043194
1043183,1043195
1043183,1043196
1043183,1043197
1043183,1043198
1043183,1043199
1043183,1043200
1043183,1043201
1043183,1043202
1043183,1043203
1043183,1043204
1043183,1043205
1043183,1043206
1043183,1043207
1043183,1043208
1043183,1043209
1043183,1043210
1043183,1043211
1043183,1043213
1043183,1043214
1043049,1069752
1043049,1069435
1043049,1069747
1043049,1069746
1043049,1043051
1043049,1043053
1043049,1043054
1043049,1043057
1043049,1043058
1043049,1043059
1043049,1043060
1043077,1043083
1043077,1043084
1043077,1043094
1043077,1043079
1043077,1043078
1043077,1043081
1043077,1043082
1043077,1043085
1043077,1043086
1043077,1043087
1043077,1043088
1043077,1043089
1043077,1043090
1043077,1043091
1043077,1043092
1043077,1043093
1043077,1043096
1043077,1043097
1043077,1043095
1043077,1043080
1043068,1043070
1043068,1043069
1043068,1043071
1043068,1043072
733,493039
733,493050
733,493049
733,210112
733,388628
733,391128
1294,393575
1294,393863
1880,778
1880,172986
151875,397777
151875,403560
151875,404944
135748,396082
1043258,1043259
56527,1061151
56527,1061150
56527,390538
56527,394072
56527,396510
56527,445037
56527,445039
150,388594
150,388984
150,406663
150,406687
150,406734
150,388300
150,388352
20824,202533
20824,202534
20824,202535
20824,202536
1073271,1073272
1073271,1073273
214579,388981
1316,531860
1316,505215
441263,81049
1158,1058077
456175,1055362
456175,1056665
456175,1055699
456175,408567
456175,487232
1005230,1077141
1005230,1077143
1005230,1077140
43221,389483
1004962,1004967
1004962,1004963
1004962,1004966
1004962,1004965
1004962,1004964
1004962,1004968
420705,554668
420705,1052593
420705,554666
1273,1060861
1273,1043803
139750,3025
139750,3049
139750,27454
139750,27462
139750,1039596
139750,139706
139750,265376
139750,404883
139750,454829
226098,493567
226098,493568
226098,493574
226098,493575
226098,493577
1004852,1077187
1004852,1077185
1004852,1077188
1004947,1059109
104214,567828
222929,1059279
222929,1058354
559342,566539
559342,566541
559342,103926
559342,153208
559342,566540
408024,408025
66321,188372
117974,489552
117974,405780
542129,1059179
542129,143272
1059687,1059685
93791,395084
541940,541942
27730,405844
27730,397833
27730,409746
27730,409748
27730,409749
27730,172042
27730,90160
27730,396295
27730,1063530
27730,402509
27730,55994
27730,389746
27730,56002
407033,422985
407033,422982
407033,422983
407033,422986
13009,451999
13009,452156
13009,452157
13009,452158
199970,1001089
199970,168891
199970,217017
199970,580533
238190,208540
238190,40437
199355,1039850
199355,561126
199355,402315
199355,1039851
199944,453016
199944,452549
199944,452550
199944,452548
141077,535996
141077,536003
141077,536002
141077,536001
141077,535966
492834,541933
175455,389871
541821,541823
541821,541827
541821,541825
541821,541830
541821,541828
541821,541822
541821,541829
541821,541826
541962,541964
541962,541963
403339,411608
403339,411609
403339,411607
403339,261986
403339,409813
93771,1075612
1004826,1004827
542135,1059295
542062,542067
542062,542068
542062,542069
542062,542070
542062,542071
542062,542072
542062,542066
542062,542063
542062,542065
542062,542064
1001474,1082776
31070,1060153
31070,411815
31070,408955
31070,551816
961,490162
961,490163
961,490164
141328,141327
24496,481829
24496,481827
24496,234836
81342,391166
104710,487397
104710,567954
26002,568630
26002,145349
102973,456416
108098,520682
1002480,1002481
1002480,58550
136844,88856
136844,391104
136844,388661
136844,455848
179898,407859
179898,407860
179898,407861
179898,407863
179898,407864
179898,407865
179898,407879
179898,470263
541536,573615
229501,545625
239063,217754
239063,217755
239063,217756
239063,199942
1002357,1059110
1002357,1002358
1002357,1002359
199338,389144
199338,389416
199338,391178
199338,391896
199338,393016
199338,396811
199338,397677
199338,399261
199338,399430
199338,399642
199338,404505
199338,416690
199338,439445
199338,445088
199338,528639
633,388237
633,388267
633,388815
633,388325
140,388145
140,388149
140,388306
140,389292
140,389449
140,389629
1002361,223739
1002361,1073163
1002361,1073354
1002361,229658
1002361,552749
1002361,1073356
1002361,1073176
1002361,1073361
110103,1073139
58114,1073148
541703,541719
541703,541716
541703,541706
541703,541704
541703,541726
541703,1060652
541703,541713
541703,541714
541703,541717
541703,541710
541703,541705
541703,541711
541703,541709
541703,541718
541703,541712
541703,541715
541703,541721
541703,541708
541703,541707
541703,541722
541703,541725
24487,525077
24487,525086
24487,1065979
24487,525085
24487,525090
24487,545689
24487,525075
24487,525082
24487,525079
24487,525089
24487,525081
24487,545688
24487,525087
1061772,1061773
1061772,1061774
663,443202
663,443204
663,443203
1004771,1043298
1004777,1082204
1004777,1082210
1004777,1004795
1004777,1082209
1004777,1082201
1004777,1082192
1004777,1082196
1004777,1004780
1004777,1082208
1004777,1004791
1004777,1007416
1004777,1004783
1004777,1004789
1004777,1003560
1004777,1004794
1004777,1082193
1004777,1008223
1004777,1082202
1004777,1004787
1004777,1068586
1004777,1067737
541775,1077209
541775,1077208
541775,1077206
541775,541776
541775,1077204
541775,1077203
541775,1077205
541775,1077207
541775,143272
152722,455738
465085,1082904
465085,1082903
465085,1082902
260669,534966
542116,542119
542116,542118
542116,542117
542116,542091
542074,1059314
255208,93739
91850,391541
91850,389079
91850,388706
91850,391048
482911,505207
482911,258456
482911,417133
1043333,1043340
1043333,1043350
1043333,1043351
1043333,1043344
1043333,1043334
1063693,1063695
1063693,1063700
1063693,1063702
1063693,1063701
1063693,1063694
1002334,1002335
1002319,1002323
1002319,1071423
1002319,1002322
1002319,1002320
1002319,1071420
1002319,1071422
13338,105073
13338,391007
13338,544873
13338,405582
13338,405703
542183,542187
542183,542189
542183,542186
542183,542190
542183,542188
542183,542191
542183,542185
542183,542184
541882,541883
541882,568232
541882,541885
541882,541884
541882,541887
541698,541699
542258,547991
542258,551703
542258,551705
542258,551706
542258,551707
542258,551708
542258,551704
542220,3148
541812,541815
541812,541814
541812,541813
541812,572106
541812,541816
542136,542139
542136,542149
542136,542137
542136,542145
542136,542138
542136,542142
542136,542144
542136,542151
542136,542141
542136,542143
542136,542147
542136,542140
542136,542152
542136,542150
542136,542148
542136,542146
542094,542097
542094,542096
542094,542095
542094,542104
542094,542103
542094,542102
542094,542101
542094,542100
542094,542099
542094,542098
541740,1002318
542244,542245
542244,551633
542244,551632
541754,541771
541754,541761
541754,541768
541754,541760
541754,541757
541754,541765
541754,541770
541754,541766
541754,541767
541754,541759
541754,541758
541754,541769
541754,541764
541754,541763
541754,541762
541754,541756
541754,541755
541916,541917
541916,1008237
541919,541925
541919,541922
541919,541921
541919,541924
541919,541923
542199,551625
542199,542237
542199,551626
541688,143272
542234,542235
542233,551720
542233,551719
542233,551718
1005052,1005059
1005052,1005053
1005052,1005054
1005052,1005056
1005052,1005057
1005052,1005055
1005052,1005058
1005074,1004968
541854,1084143
1081271,1081272
439503,189518
541879,1082424
541879,1082427
42827,470345
42827,238248
480305,502689
480305,480307
542059,1084818
542059,1085139
542059,1084817
542059,1085141
542059,1085140
542059,1085148
542059,579840
542059,1085146
542059,1085154
542059,1085142
542059,1085167
74682,542216
487743,1082568
542014,256874
542017,1077288
542017,1077286
542017,1077283
542017,1077281
542017,1077280
542017,1077282
542017,1077287
541779,541781
541779,457675
541779,541780
541779,410621
541692,541694
541692,541693
541692,541695
541692,143272
459,388790
459,206166
459,578549
459,388529
459,388658
459,388682
459,388967
459,388996
459,389044
459,389059
459,389081
459,389097
459,389124
459,389588
459,389612
459,390153
459,390698
459,391004
459,391283
