source,target
470636,470637
470701,494713
470710,494710
470717,506986
470722,1083570
470981,264399
471030,101771
471038,567156
471046,491808
471310,66637
471310,71814
471310,47429
471310,6157
471380,471381
471380,493009
471395,471303
471721,116204
471721,105697
471803,177957
472070,260902
472070,124679
472114,464444
472159,257799
477988,63436
477988,419620
477988,538753
477988,549496
478004,187018
478115,560490
478115,1071282
478115,459792
478177,478178
478213,494153
478253,467043
478284,573378
478284,566413
478320,65901
478320,66635
478320,61892
478320,456525
478320,388085
478320,577735
478320,211897
478320,66046
478840,253491
478840,35311
478868,494746
478908,424762
478911,434987
478911,42032
478911,222973
478911,123780
478911,29436
478911,34855
478911,570827
478911,223304
478911,1061299
478927,478108
478968,543807
479220,479217
479221,523509
479306,555775
479306,128759
479440,520021
479823,1005006
479901,479908
479985,1048391
479985,1006342
480059,490933
480059,164169
480059,164170
480059,329560
480059,1004441
480115,480545
480247,1048394
480338,64904
480355,501148
480355,501159
480375,89247
480380,232364
480387,26200
480422,480427
480434,563698
480492,480099
480689,74824
480689,87723
480689,530787
480689,524653
480689,230090
480689,46696
480689,110124
480689,555942
480689,1078938
480824,480825
480851,186768
480877,64699
480890,481766
480974,567583
480976,495158
481231,552579
481270,244107
481270,495175
481270,20212
481658,218963
481764,481765
481789,453528
481789,555956
481789,1008277
481828,481843
481828,481844
481828,481827
481828,243036
482713,492739
482713,494370
483417,494777
483580,8281
483591,20448
483919,519379
483919,523738
484303,467166
484389,484390
484389,138155
484601,484602
484823,486033
484823,1065697
484823,1065691
485122,153633
485122,35388
485176,245383
485176,193732
485176,254293
485176,209752
485176,574083
485442,60729
485442,189562
485512,58990
485512,485510
485582,209885
485584,540802
485656,485657
485656,547028
485656,547732
485656,553337
485764,494904
485794,71471
485794,72036
485794,93227
485794,491012
485794,492738
485794,493006
485794,524371
485794,159974
485794,501675
485794,557834
485794,127601
485893,546903
485893,126039
486060,69455
486175,495093
486202,488484
486202,160295
486229,568922
486288,539633
486315,198035
486315,554999
486315,556769
486315,556770
486315,556772
486315,119411
486315,214724
486344,486212
486458,64708
486458,66239
486944,259992
487170,202239
487648,1051561
487654,146156
487654,212866
487654,1068930
487672,460866
487715,533531
487802,247845
487817,488647
487913,552810
511049,317414
511489,36712
517599,535115
518314,466644
518420,518421
519066,68462
519250,96554
519305,519306
519334,502317
519357,519359
519357,176072
519357,152722
451861,541946
451942,544179
451942,563901
452000,452003
452095,152508
452108,440334
452108,479032
452108,242367
452108,139328
452108,37385
452108,47789
452108,423141
452108,123958
452135,211609
452135,563314
452288,129252
452398,72816
452398,249712
452398,470049
452398,491018
452398,264953
452398,255460
452398,499016
452398,501434
452398,501805
452398,542849
452398,127049
452398,47237
452398,133258
452398,53415
452398,6116
452398,111496
452398,202514
452398,566252
452398,474548
452398,433790
452398,471440
452398,209888
452398,1069648
452398,424812
452398,265208
452398,267627
452406,96170
452406,542003
452409,56262
452409,519801
452410,425835
452410,193917
452410,194595
452410,500629
452410,231735
452410,421101
452410,202347
452410,1006438
452410,1006439
452421,490141
452421,559049
452453,59739
452453,246984
452453,432866
452453,485960
452453,485961
452453,485964
452453,540936
452453,560133
452453,226271
452453,428744
452453,1055160
452453,6117
452453,7024
452453,7286
452453,9909
452453,9910
452453,9914
452453,338644
452453,25070
452453,25071
452453,25072
452453,91184
452466,253850
452466,164536
452466,154140
452466,546219
452466,134437
452466,306723
452492,259044
452492,5798
452678,452679
452678,1087863
452688,472215
452729,529033
452729,239761
452730,158152
452730,431039
452747,249998
452747,117287
452747,121010
452798,563344
452818,455408
453032,491807
453082,434320
453082,1067190
453398,123999
453524,231012
453536,48106
453602,442439
453694,55488
453694,136864
454232,522131
454232,141144
454423,463626
454455,1057769
454849,1070690
454874,563824
454950,1075300
455054,493267
455054,493268
455096,66961
455096,66969
455096,80117
455096,99870
455096,177509
455096,498676
455096,500186
455096,139452
455096,123576
455096,416537
455096,214678
455096,552527
455230,471445
455269,455270
455269,455271
455354,455355
455400,455401
455428,474254
455428,1075169
455501,96567
455506,455507
455778,339706
455816,1073860
455975,176305
456899,99345
456899,252130
456899,252934
456899,447093
456899,224302
456899,19153
456899,203644
456899,579924
456899,566427
456899,528231
456899,542892
457300,495096
457432,92668
457744,94217
457744,98418
457744,484704
457744,458464
457744,484698
457744,220493
457744,132804
457744,102157
457744,1081888
457856,79879
457856,86332
457856,239403
458139,1001229
458348,567611
458354,247272
458369,185533
458379,204949
458472,470983
458472,540719
458472,105990
458583,245683
458583,494225
458583,147969
458583,208194
458583,531627
458630,471896
458948,502784
459062,459063
444338,492948
444338,492949
444338,443994
444464,444449
444492,551345
444511,444512
444582,451985
444582,444583
444582,528154
444582,143819
444582,542339
445053,432872
445535,62074
445535,175579
445535,46763
445535,566168
445587,445588
445589,445590
445592,248310
445592,445593
445592,194620
445592,141806
445806,73875
445806,75056
445806,55954
445806,97001
445806,84055
445806,251877
445806,468725
445806,453002
445806,444475
445806,491032
445806,491423
445806,519576
445806,521797
445806,146886
445806,543166
445806,556536
445806,236245
445806,46068
445806,17776
445806,115535
445806,259294
446330,446331
446420,444730
446562,446563
446562,255407
446585,246628
446697,477687
446870,457494
446870,458673
446870,39712
447007,425509
447007,452794
447011,252538
447011,176166
447011,548509
447011,43566
447011,200824
447011,507078
447048,565573
447237,453977
447511,233238
447517,480726
447781,449552
449100,546295
449467,557766
450021,450022
450082,411236
450355,55065
450355,259523
450355,172352
450355,165658
450355,1060443
450362,103444
450376,87149
450379,89848
450573,565393
450757,63132
450757,226057
450757,475433
450831,21139
450832,122771
450838,194669
450845,141497
450849,490485
450852,82817
450862,450865
450862,450868
450972,90941
450972,90942
450972,411432
451137,68280
451137,60664
451137,263407
451137,518375
451137,266715
451137,182284
451137,227398
451137,123465
451137,19265
451381,455412
487994,55052
487994,85627
487994,254006
487994,105517
487994,571027
487994,573159
487994,210454
488108,495162
488127,70924
488132,467507
488784,487884
489025,520235
489025,235749
489025,538742
489042,481657
489042,451187
489042,489074
489042,526072
489042,146737
489042,16445
489174,523057
489186,489187
489322,521667
489322,579182
489452,494069
489494,557938
489854,81568
489854,489855
489854,37062
489854,22678
489854,549754
489856,489857
489864,489865
489876,489877
489879,489880
489892,489893
489894,489895
489953,532215
489953,240923
489953,546894
489953,42924
489953,5238
490013,490014
490017,490018
490017,490019
490476,512927
490476,514102
490476,490477
490476,224778
490478,1067189
490478,137572
490478,490479
490593,579055
490884,490885
490889,490890
491086,83635
491086,234556
491086,574666
491229,260943
491229,453976
491229,492945
491229,228733
491269,491270
491523,97085
491523,491524
491523,491525
491523,494409
491523,1009085
491731,491732
491769,491771
491770,534851
491810,491811
491908,561348
492842,492843
492920,446207
493031,493032
493422,500289
493422,504401
493422,234368
493636,493637
493716,240231
493778,493781
493933,1086456
493937,55783
493937,458536
493939,531607
494154,494155
459294,520025
459402,500043
459409,109486
459409,237924
459411,239677
